"","CVE_AGEB","CVEGEO","CVE_ENT","CVE_MUN","CVE_LOC","POB_2010","IND1","IND2","IND3","IND4","IND5","IND6","IND7","IND8","IND9","IND10","CVE_SUN","NOM_SUN","IMU2010","GMU2010","LUGAR_EDO","LUGAR_NAC","total_n","localGvalues","KNN","establecimientos.num"
"37846","3204","0100100013204","01","001","0001","1831",3.49462365589104,24.6275197194821,16.6940339351885,2.66808964799545,0,0,0,0.200803212757158,29.8597194388019,5.21042084153052,1,"Aguascalientes",-0.866491618361942,"Low","257","34806",NA,-0.095,
