"","Estado","Municipio","Grupo","Estimador","Poblacion"
"01_poblacion_oax.xls.491","20 Oaxaca","Santiago Tenango *","Total","Valor","1995"
"01_poblacion_oax.xls.492","20 Oaxaca","Santiago Tepetlapa *","Total","Valor","114"
"01_poblacion_oax.xls.493","20 Oaxaca","Santiago Tetepec *","Total","Valor","4994"
"01_poblacion_oax.xls.494","20 Oaxaca","Santiago Texcalcingo *","Total","Valor","3098"
"01_poblacion_oax.xls.495","20 Oaxaca","Santiago Textitlan *","Total","Valor","4404"
"01_poblacion_oax.xls.496","20 Oaxaca","Santiago Tilantongo *","Total","Valor","2956"
"01_poblacion_oax.xls.497","20 Oaxaca","Santiago Tillo *","Total","Valor","523"
"01_poblacion_oax.xls.498","20 Oaxaca","Santiago Tlazoyaltepec *","Total","Valor","4662"
"01_poblacion_oax.xls.499","20 Oaxaca","Santiago Xanica *","Total","Valor","3101"
"01_poblacion_oax.xls.500","20 Oaxaca","Santiago Xiacui *","Total","Valor","1736"
"01_poblacion_oax.xls.501","20 Oaxaca","Santiago Yaitepec *","Total","Valor","4352"
"01_poblacion_oax.xls.502","20 Oaxaca","Santiago Yaveo","Total","Valor","6885"
"01_poblacion_oax.xls.503","20 Oaxaca","Santiago Yolomecatl *","Total","Valor","2090"
"01_poblacion_oax.xls.504","20 Oaxaca","Santiago Yosondua","Total","Valor","8330"
"01_poblacion_oax.xls.505","20 Oaxaca","Santiago Yucuyachi *","Total","Valor","936"
"01_poblacion_oax.xls.506","20 Oaxaca","Santiago Zacatepec *","Total","Valor","5187"
"01_poblacion_oax.xls.507","20 Oaxaca","Santiago Zoochila *","Total","Valor","402"
"01_poblacion_oax.xls.508","20 Oaxaca","Santo Domingo Albarradas *","Total","Valor","755"
"01_poblacion_oax.xls.509","20 Oaxaca","Santo Domingo Armenta *","Total","Valor","3469"
"01_poblacion_oax.xls.510","20 Oaxaca","Santo Domingo Chihuitan *","Total","Valor","1486"
"01_poblacion_oax.xls.511","20 Oaxaca","Santo Domingo de Morelos *","Total","Valor","10738"
"01_poblacion_oax.xls.512","20 Oaxaca","Santo Domingo Ingenio","Total","Valor","7965"
"01_poblacion_oax.xls.513","20 Oaxaca","Santo Domingo Ixcatlan *","Total","Valor","652"
"01_poblacion_oax.xls.514","20 Oaxaca","Santo Domingo Nuxaa *","Total","Valor","3124"
"01_poblacion_oax.xls.515","20 Oaxaca","Santo Domingo Ozolotepec *","Total","Valor","870"
"01_poblacion_oax.xls.516","20 Oaxaca","Santo Domingo Petapa","Total","Valor","9157"
"01_poblacion_oax.xls.517","20 Oaxaca","Santo Domingo Roayaga *","Total","Valor","1020"
"01_poblacion_oax.xls.518","20 Oaxaca","Santo Domingo Tehuantepec","Total","Valor","64639"
"01_poblacion_oax.xls.519","20 Oaxaca","Santo Domingo Teojomulco *","Total","Valor","5093"
"01_poblacion_oax.xls.520","20 Oaxaca","Santo Domingo Tepuxtepec *","Total","Valor","4815"
"01_poblacion_oax.xls.521","20 Oaxaca","Santo Domingo Tlatayapam *","Total","Valor","132"
"01_poblacion_oax.xls.522","20 Oaxaca","Santo Domingo Tomaltepec *","Total","Valor","2988"
"01_poblacion_oax.xls.523","20 Oaxaca","Santo Domingo Tonala","Total","Valor","6921"
"01_poblacion_oax.xls.524","20 Oaxaca","Santo Domingo Tonaltepec *","Total","Valor","235"
"01_poblacion_oax.xls.525","20 Oaxaca","Santo Domingo Xagacia *","Total","Valor","1030"
"01_poblacion_oax.xls.526","20 Oaxaca","Santo Domingo Yanhuitlan *","Total","Valor","1503"
"01_poblacion_oax.xls.527","20 Oaxaca","Santo Domingo Yodohino *","Total","Valor","314"
"01_poblacion_oax.xls.528","20 Oaxaca","Santo Domingo Zanatepec","Total","Valor","12161"
"01_poblacion_oax.xls.529","20 Oaxaca","Santo Tomas Jalieza *","Total","Valor","3617"
"01_poblacion_oax.xls.530","20 Oaxaca","Santo Tomas Mazaltepec *","Total","Valor","2632"
"01_poblacion_oax.xls.531","20 Oaxaca","Santo Tomas Ocotepec *","Total","Valor","3705"
"01_poblacion_oax.xls.532","20 Oaxaca","Santo Tomas Tamazulapan *","Total","Valor","2132"
"01_poblacion_oax.xls.533","20 Oaxaca","Santos Reyes Nopala","Total","Valor","17583"
"01_poblacion_oax.xls.534","20 Oaxaca","Santos Reyes Papalo *","Total","Valor","2600"
"01_poblacion_oax.xls.535","20 Oaxaca","Santos Reyes Tepejillo *","Total","Valor","980"
"01_poblacion_oax.xls.536","20 Oaxaca","Santos Reyes Yucuna *","Total","Valor","1380"
"01_poblacion_oax.xls.537","20 Oaxaca","Silacayoapam","Total","Valor","6495"
"01_poblacion_oax.xls.538","20 Oaxaca","Sitio de Xitlapehua *","Total","Valor","669"
"01_poblacion_oax.xls.539","20 Oaxaca","Soledad Etla *","Total","Valor","5591"
"01_poblacion_oax.xls.540","20 Oaxaca","Tamazulapam del Espiritu Santo","Total","Valor","7102"
"01_poblacion_oax.xls.541","20 Oaxaca","Tanetze de Zaragoza *","Total","Valor","1622"
"01_poblacion_oax.xls.542","20 Oaxaca","Taniche *","Total","Valor","825"
"01_poblacion_oax.xls.543","20 Oaxaca","Tataltepec de Valdes *","Total","Valor","5869"
"01_poblacion_oax.xls.544","20 Oaxaca","Teococuilco de Marcos Perez *","Total","Valor","1016"
"01_poblacion_oax.xls.545","20 Oaxaca","Teotitlan de Flores Magon","Total","Valor","9876"
"01_poblacion_oax.xls.546","20 Oaxaca","Teotitlan del Valle","Total","Valor","5784"
"01_poblacion_oax.xls.547","20 Oaxaca","Teotongo *","Total","Valor","931"
"01_poblacion_oax.xls.548","20 Oaxaca","Tepelmeme Villa de Morelos *","Total","Valor","1607"
"01_poblacion_oax.xls.549","20 Oaxaca","Tlacolula de Matamoros","Total","Valor","22545"
"01_poblacion_oax.xls.550","20 Oaxaca","Tlacotepec Plumas *","Total","Valor","438"
"01_poblacion_oax.xls.551","20 Oaxaca","Tlalixtac de Cabrera","Total","Valor","10208"
"01_poblacion_oax.xls.552","20 Oaxaca","Totontepec Villa de Morelos *","Total","Valor","5361"
"01_poblacion_oax.xls.553","20 Oaxaca","Trinidad Zaachila *","Total","Valor","3032"
"01_poblacion_oax.xls.554","20 Oaxaca","Union Hidalgo","Total","Valor","15347"
"01_poblacion_oax.xls.555","20 Oaxaca","Valerio Trujano *","Total","Valor","1371"
"01_poblacion_oax.xls.556","20 Oaxaca","Villa de Chilapa de Diaz *","Total","Valor","2110"
"01_poblacion_oax.xls.557","20 Oaxaca","Villa de Etla","Total","Valor","10737"
"01_poblacion_oax.xls.558","20 Oaxaca","Villa de Tamazulapam del Progreso","Total","Valor","7707"
"01_poblacion_oax.xls.559","20 Oaxaca","Villa de Tututepec de Melchor Ocampo","Total","Valor","46152"
"01_poblacion_oax.xls.560","20 Oaxaca","Villa de Zaachila","Total","Valor","43279"
"01_poblacion_oax.xls.561","20 Oaxaca","Villa Diaz Ordaz","Total","Valor","6646"
"01_poblacion_oax.xls.562","20 Oaxaca","Villa Hidalgo *","Total","Valor","1917"
"01_poblacion_oax.xls.563","20 Oaxaca","Villa Sola de Vega","Total","Valor","12425"
"01_poblacion_oax.xls.564","20 Oaxaca","Villa Talea de Castro *","Total","Valor","2279"
"01_poblacion_oax.xls.565","20 Oaxaca","Villa Tejupam de la Union *","Total","Valor","2403"
"01_poblacion_oax.xls.566","20 Oaxaca","Yaxe *","Total","Valor","2789"
"01_poblacion_oax.xls.567","20 Oaxaca","Yogana *","Total","Valor","1264"
"01_poblacion_oax.xls.568","20 Oaxaca","Yutanduchi de Guerrero *","Total","Valor","1129"
"01_poblacion_oax.xls.569","20 Oaxaca","Zapotitlan Lagunas *","Total","Valor","3142"
"01_poblacion_oax.xls.570","20 Oaxaca","Zapotitlan Palmas *","Total","Valor","1431"
"01_poblacion_oax.xls.571","20 Oaxaca","Zimatlan de Alvarez","Total","Valor","19849"
"01_poblacion_pue.xls.1","21 Puebla","Total","Total","Valor","6168883"
"01_poblacion_pue.xls.2","21 Puebla","Acajete","Total","Valor","65048"
"01_poblacion_pue.xls.3","21 Puebla","Acateno","Total","Valor","9095"
"01_poblacion_pue.xls.4","21 Puebla","Acatlan","Total","Valor","35764"
"01_poblacion_pue.xls.5","21 Puebla","Acatzingo","Total","Valor","59077"
"01_poblacion_pue.xls.6","21 Puebla","Acteopan *","Total","Valor","2989"
"01_poblacion_pue.xls.7","21 Puebla","Ahuacatlan","Total","Valor","15637"
"01_poblacion_pue.xls.8","21 Puebla","Ahuatlan *","Total","Valor","3186"
"01_poblacion_pue.xls.9","21 Puebla","Ahuazotepec","Total","Valor","11269"
"01_poblacion_pue.xls.10","21 Puebla","Ahuehuetitla *","Total","Valor","1803"
"01_poblacion_pue.xls.11","21 Puebla","Ajalpan","Total","Valor","65854"
"01_poblacion_pue.xls.12","21 Puebla","Albino Zertuche *","Total","Valor","1790"
"01_poblacion_pue.xls.13","21 Puebla","Aljojuca","Total","Valor","6521"
"01_poblacion_pue.xls.14","21 Puebla","Altepexi","Total","Valor","21100"
"01_poblacion_pue.xls.15","21 Puebla","Amixtlan *","Total","Valor","4832"
"01_poblacion_pue.xls.16","21 Puebla","Amozoc","Total","Valor","117244"
"01_poblacion_pue.xls.17","21 Puebla","Aquixtla","Total","Valor","8768"
"01_poblacion_pue.xls.18","21 Puebla","Atempan","Total","Valor","28306"
"01_poblacion_pue.xls.19","21 Puebla","Atexcal *","Total","Valor","3679"
"01_poblacion_pue.xls.20","21 Puebla","Atlequizayan *","Total","Valor","2562"
"01_poblacion_pue.xls.21","21 Puebla","Atlixco","Total","Valor","134364"
"01_poblacion_pue.xls.22","21 Puebla","Atoyatempan","Total","Valor","7039"
"01_poblacion_pue.xls.23","21 Puebla","Atzala *","Total","Valor","1326"
"01_poblacion_pue.xls.24","21 Puebla","Atzitzihuacan","Total","Valor","12230"
"01_poblacion_pue.xls.25","21 Puebla","Atzitzintla","Total","Valor","9344"
"01_poblacion_pue.xls.26","21 Puebla","Axutla *","Total","Valor","902"
"01_poblacion_pue.xls.27","21 Puebla","Ayotoxco de Guerrero","Total","Valor","8558"
"01_poblacion_pue.xls.28","21 Puebla","Calpan","Total","Valor","14440"
"01_poblacion_pue.xls.29","21 Puebla","Caltepec *","Total","Valor","3886"
"01_poblacion_pue.xls.30","21 Puebla","Camocuautla *","Total","Valor","2624"
"01_poblacion_pue.xls.31","21 Puebla","Canada Morelos","Total","Valor","19174"
"01_poblacion_pue.xls.32","21 Puebla","Caxhuacan *","Total","Valor","3637"
"01_poblacion_pue.xls.33","21 Puebla","Chalchicomula de Sesma","Total","Valor","46778"
"01_poblacion_pue.xls.34","21 Puebla","Chapulco","Total","Valor","7752"
"01_poblacion_pue.xls.35","21 Puebla","Chiautla","Total","Valor","20155"
"01_poblacion_pue.xls.36","21 Puebla","Chiautzingo","Total","Valor","20441"
"01_poblacion_pue.xls.37","21 Puebla","Chichiquila","Total","Valor","25978"
"01_poblacion_pue.xls.38","21 Puebla","Chiconcuautla","Total","Valor","16569"
"01_poblacion_pue.xls.39","21 Puebla","Chietla","Total","Valor","34415"
"01_poblacion_pue.xls.40","21 Puebla","Chigmecatitlan *","Total","Valor","1137"
"01_poblacion_pue.xls.41","21 Puebla","Chignahuapan","Total","Valor","62028"
"01_poblacion_pue.xls.42","21 Puebla","Chignautla","Total","Valor","34196"
"01_poblacion_pue.xls.43","21 Puebla","Chila *","Total","Valor","4515"
"01_poblacion_pue.xls.44","21 Puebla","Chila de la Sal *","Total","Valor","1362"
"01_poblacion_pue.xls.45","21 Puebla","Chilchotla","Total","Valor","20010"
"01_poblacion_pue.xls.46","21 Puebla","Chinantla *","Total","Valor","2221"
"01_poblacion_pue.xls.47","21 Puebla","Coatepec *","Total","Valor","756"
"01_poblacion_pue.xls.48","21 Puebla","Coatzingo *","Total","Valor","2951"
"01_poblacion_pue.xls.49","21 Puebla","Cohetzala *","Total","Valor","1379"
"01_poblacion_pue.xls.50","21 Puebla","Cohuecan *","Total","Valor","4885"
"01_poblacion_pue.xls.51","21 Puebla","Coronango","Total","Valor","40949"
"01_poblacion_pue.xls.52","21 Puebla","Coxcatlan","Total","Valor","20459"
"01_poblacion_pue.xls.53","21 Puebla","Coyomeapan *","Total","Valor","13942"
"01_poblacion_pue.xls.54","21 Puebla","Coyotepec *","Total","Valor","2221"
"01_poblacion_pue.xls.55","21 Puebla","Cuapiaxtla de Madero","Total","Valor","10101"
"01_poblacion_pue.xls.56","21 Puebla","Cuautempan","Total","Valor","9337"
"01_poblacion_pue.xls.57","21 Puebla","Cuautinchan","Total","Valor","10179"
"01_poblacion_pue.xls.58","21 Puebla","Cuautlancingo","Total","Valor","112225"
"01_poblacion_pue.xls.59","21 Puebla","Cuayuca de Andrade *","Total","Valor","3163"
"01_poblacion_pue.xls.60","21 Puebla","Cuetzalan del Progreso","Total","Valor","47983"
"01_poblacion_pue.xls.61","21 Puebla","Cuyoaco","Total","Valor","15704"
"01_poblacion_pue.xls.62","21 Puebla","Domingo Arenas","Total","Valor","7421"
"01_poblacion_pue.xls.63","21 Puebla","Eloxochitlan *","Total","Valor","12520"
"01_poblacion_pue.xls.64","21 Puebla","Epatlan *","Total","Valor","4879"
"01_poblacion_pue.xls.65","21 Puebla","Esperanza","Total","Valor","14974"
"01_poblacion_pue.xls.66","21 Puebla","Francisco Z. Mena","Total","Valor","16677"
"01_poblacion_pue.xls.67","21 Puebla","General Felipe Angeles","Total","Valor","20511"
"01_poblacion_pue.xls.68","21 Puebla","Guadalupe","Total","Valor","5755"
"01_poblacion_pue.xls.69","21 Puebla","Guadalupe Victoria","Total","Valor","16923"
"01_poblacion_pue.xls.70","21 Puebla","Hermenegildo Galeana","Total","Valor","7611"
"01_poblacion_pue.xls.71","21 Puebla","Honey","Total","Valor","7857"
"01_poblacion_pue.xls.72","21 Puebla","Huaquechula","Total","Valor","24787"
"01_poblacion_pue.xls.73","21 Puebla","Huatlatlauca","Total","Valor","6317"
"01_poblacion_pue.xls.74","21 Puebla","Huauchinango","Total","Valor","103509"
"01_poblacion_pue.xls.75","21 Puebla","Huehuetla","Total","Valor","18803"
"01_poblacion_pue.xls.76","21 Puebla","Huehuetlan el Chico","Total","Valor","8443"
"01_poblacion_pue.xls.77","21 Puebla","Huehuetlan el Grande","Total","Valor","7242"
"01_poblacion_pue.xls.78","21 Puebla","Huejotzingo","Total","Valor","73771"
"01_poblacion_pue.xls.79","21 Puebla","Hueyapan","Total","Valor","12897"
"01_poblacion_pue.xls.80","21 Puebla","Hueytamalco","Total","Valor","25981"
"01_poblacion_pue.xls.81","21 Puebla","Hueytlalpan *","Total","Valor","5186"
"01_poblacion_pue.xls.82","21 Puebla","Huitzilan de Serdan","Total","Valor","15096"
"01_poblacion_pue.xls.83","21 Puebla","Huitziltepec *","Total","Valor","5373"
"01_poblacion_pue.xls.84","21 Puebla","Ixcamilpa de Guerrero *","Total","Valor","3635"
"01_poblacion_pue.xls.85","21 Puebla","Ixcaquixtla","Total","Valor","8752"
"01_poblacion_pue.xls.86","21 Puebla","Ixtacamaxtitlan","Total","Valor","24512"
"01_poblacion_pue.xls.87","21 Puebla","Ixtepec","Total","Valor","6975"
"01_poblacion_pue.xls.88","21 Puebla","Izucar de Matamoros","Total","Valor","77601"
"01_poblacion_pue.xls.89","21 Puebla","Jalpan","Total","Valor","12077"
"01_poblacion_pue.xls.90","21 Puebla","Jolalpan","Total","Valor","13120"
"01_poblacion_pue.xls.91","21 Puebla","Jonotla *","Total","Valor","4504"
"01_poblacion_pue.xls.92","21 Puebla","Jopala","Total","Valor","12818"
"01_poblacion_pue.xls.93","21 Puebla","Juan C. Bonilla","Total","Valor","21253"
"01_poblacion_pue.xls.94","21 Puebla","Juan Galindo","Total","Valor","10685"
"01_poblacion_pue.xls.95","21 Puebla","Juan N. Mendez *","Total","Valor","5192"
"01_poblacion_pue.xls.96","21 Puebla","La Magdalena Tlatlauquitepec *","Total","Valor","469"
"01_poblacion_pue.xls.97","21 Puebla","Lafragua","Total","Valor","7817"
"01_poblacion_pue.xls.98","21 Puebla","Libres","Total","Valor","33784"
"01_poblacion_pue.xls.99","21 Puebla","Los Reyes de Juarez","Total","Valor","27454"
"01_poblacion_pue.xls.100","21 Puebla","Mazapiltepec de Juarez *","Total","Valor","2826"
"01_poblacion_pue.xls.101","21 Puebla","Mixtla *","Total","Valor","2333"
"01_poblacion_pue.xls.102","21 Puebla","Molcaxac","Total","Valor","6352"
"01_poblacion_pue.xls.103","21 Puebla","Naupan","Total","Valor","9974"
"01_poblacion_pue.xls.104","21 Puebla","Nauzontla *","Total","Valor","3294"
"01_poblacion_pue.xls.105","21 Puebla","Nealtican","Total","Valor","12442"
"01_poblacion_pue.xls.106","21 Puebla","Nicolas Bravo","Total","Valor","6259"
"01_poblacion_pue.xls.107","21 Puebla","Nopalucan","Total","Valor","30848"
"01_poblacion_pue.xls.108","21 Puebla","Ocotepec *","Total","Valor","4735"
"01_poblacion_pue.xls.109","21 Puebla","Ocoyucan","Total","Valor","28220"
"01_poblacion_pue.xls.110","21 Puebla","Olintla","Total","Valor","11517"
"01_poblacion_pue.xls.111","21 Puebla","Oriental","Total","Valor","18239"
"01_poblacion_pue.xls.112","21 Puebla","Pahuatlan","Total","Valor","22002"
"01_poblacion_pue.xls.113","21 Puebla","Palmar de Bravo","Total","Valor","46233"
"01_poblacion_pue.xls.114","21 Puebla","Pantepec","Total","Valor","18102"
"01_poblacion_pue.xls.115","21 Puebla","Petlalcingo","Total","Valor","9623"
"01_poblacion_pue.xls.116","21 Puebla","Piaxtla *","Total","Valor","4322"
"01_poblacion_pue.xls.117","21 Puebla","Puebla","Total","Valor","1576259"
"01_poblacion_pue.xls.118","21 Puebla","Quecholac","Total","Valor","50962"
"01_poblacion_pue.xls.119","21 Puebla","Quimixtlan","Total","Valor","22136"
"01_poblacion_pue.xls.120","21 Puebla","Rafael Lara Grajales","Total","Valor","14159"
"01_poblacion_pue.xls.121","21 Puebla","San Andres Cholula","Total","Valor","137290"
"01_poblacion_pue.xls.122","21 Puebla","San Antonio Canada *","Total","Valor","5590"
"01_poblacion_pue.xls.123","21 Puebla","San Diego la Mesa Tochimiltzingo *","Total","Valor","1198"
"01_poblacion_pue.xls.124","21 Puebla","San Felipe Teotlalcingo","Total","Valor","10456"
"01_poblacion_pue.xls.125","21 Puebla","San Felipe Tepatlan *","Total","Valor","3838"
"01_poblacion_pue.xls.126","21 Puebla","San Gabriel Chilac","Total","Valor","15763"
"01_poblacion_pue.xls.127","21 Puebla","San Gregorio Atzompa","Total","Valor","8962"
"01_poblacion_pue.xls.128","21 Puebla","San Jeronimo Tecuanipan *","Total","Valor","6265"
"01_poblacion_pue.xls.129","21 Puebla","San Jeronimo Xayacatlan *","Total","Valor","3441"
"01_poblacion_pue.xls.130","21 Puebla","San Jose Chiapa","Total","Valor","8692"
"01_poblacion_pue.xls.131","21 Puebla","San Jose Miahuatlan","Total","Valor","13159"
"01_poblacion_pue.xls.132","21 Puebla","San Juan Atenco *","Total","Valor","3362"
"01_poblacion_pue.xls.133","21 Puebla","San Juan Atzompa *","Total","Valor","856"
"01_poblacion_pue.xls.134","21 Puebla","San Martin Texmelucan","Total","Valor","152051"
"01_poblacion_pue.xls.135","21 Puebla","San Martin Totoltepec *","Total","Valor","699"
"01_poblacion_pue.xls.136","21 Puebla","San Matias Tlalancaleca","Total","Valor","20175"
"01_poblacion_pue.xls.137","21 Puebla","San Miguel Ixitlan *","Total","Valor","477"
"01_poblacion_pue.xls.138","21 Puebla","San Miguel Xoxtla","Total","Valor","12341"
"01_poblacion_pue.xls.139","21 Puebla","San Nicolas Buenos Aires","Total","Valor","9972"
"01_poblacion_pue.xls.140","21 Puebla","San Nicolas de los Ranchos **","Total","Valor","11734"
"01_poblacion_pue.xls.141","21 Puebla","San Pablo Anicano *","Total","Valor","3534"
"01_poblacion_pue.xls.142","21 Puebla","San Pedro Cholula","Total","Valor","129032"
"01_poblacion_pue.xls.143","21 Puebla","San Pedro Yeloixtlahuaca *","Total","Valor","3320"
"01_poblacion_pue.xls.144","21 Puebla","San Salvador el Seco","Total","Valor","30303"
"01_poblacion_pue.xls.145","21 Puebla","San Salvador el Verde","Total","Valor","31355"
"01_poblacion_pue.xls.146","21 Puebla","San Salvador Huixcolotla","Total","Valor","14810"
"01_poblacion_pue.xls.147","21 Puebla","San Sebastian Tlacotepec","Total","Valor","14092"
"01_poblacion_pue.xls.148","21 Puebla","Santa Catarina Tlaltempan *","Total","Valor","756"
"01_poblacion_pue.xls.149","21 Puebla","Santa Ines Ahuatempan","Total","Valor","6289"
"01_poblacion_pue.xls.150","21 Puebla","Santa Isabel Cholula","Total","Valor","9236"
"01_poblacion_pue.xls.151","21 Puebla","Santiago Miahuatlan","Total","Valor","25228"
"01_poblacion_pue.xls.152","21 Puebla","Santo Tomas Hueyotlipan","Total","Valor","8511"
"01_poblacion_pue.xls.153","21 Puebla","Soltepec","Total","Valor","12226"
"01_poblacion_pue.xls.154","21 Puebla","Tecali de Herrera","Total","Valor","21992"
"01_poblacion_pue.xls.155","21 Puebla","Tecamachalco","Total","Valor","77061"
"01_poblacion_pue.xls.156","21 Puebla","Tecomatlan","Total","Valor","5461"
"01_poblacion_pue.xls.157","21 Puebla","Tehuacan","Total","Valor","319375"
"01_poblacion_pue.xls.158","21 Puebla","Tehuitzingo","Total","Valor","11156"
"01_poblacion_pue.xls.159","21 Puebla","Tenampulco","Total","Valor","6975"
"01_poblacion_pue.xls.160","21 Puebla","Teopantlan *","Total","Valor","3707"
"01_poblacion_pue.xls.161","21 Puebla","Teotlalco *","Total","Valor","3135"
"01_poblacion_pue.xls.162","21 Puebla","Tepanco de Lopez","Total","Valor","20580"
"01_poblacion_pue.xls.163","21 Puebla","Tepango de Rodriguez *","Total","Valor","3947"
"01_poblacion_pue.xls.164","21 Puebla","Tepatlaxco de Hidalgo","Total","Valor","17472"
"01_poblacion_pue.xls.165","21 Puebla","Tepeaca","Total","Valor","80507"
"01_poblacion_pue.xls.166","21 Puebla","Tepemaxalco *","Total","Valor","1124"
"01_poblacion_pue.xls.167","21 Puebla","Tepeojuma","Total","Valor","8492"
"01_poblacion_pue.xls.168","21 Puebla","Tepetzintla","Total","Valor","11622"
"01_poblacion_pue.xls.169","21 Puebla","Tepexco","Total","Valor","6793"
"01_poblacion_pue.xls.170","21 Puebla","Tepexi de Rodriguez","Total","Valor","20598"
